customer_id,most_popular_category,relationship_days,total_spend,beverage_categories,segment
DWRKFX2FQH3AH9C642DCWC80AR,seltzer,212,50,4,newbie
5R8NYFMEFH6HCG863CW8KGF268,wine,835,107.5,6,loyal core
BS9S7TH7217D8X0YZD7DFVD0A8,sour,146,164.25,8,explorer
3V7V6V086H3ERHBXGWFCPVX79G,wine,273,118.5,6,explorer
XHQKHCBA1S0GTP7E27S55GCK9C,seasonal/event,174,45.5,5,newbie
V7H38YHH6D5E79957D36SMCSA0,wine,113,48,4,newbie
RDS6G7YJT57EDDXR6PE2DV610R,lagers/pils/wheat,832,125.25,3,loyal core
GAARaO9BKukisego,tasting/event,827,430.25,8,loyal core
00DYAPP1RH4VCSB03PHBYTQR7M,sour,928,428,11,loyal core
T8V3DAHNC97MXASG6Z52WT1SDC,sour,390,81,5,cheapo
1K757KRP2D0WV2VPH0YKATTS48,sour,349,101.5,6,loyal core
8MM4S5JGBH5AJNJ9C65E90PBX8,wine tastings,241,278.5,6,explorer
X9EV98RW8D1D2SFHNGMH21D9MM,wine tastings,278,381,13,explorer
1S2K4WBZX50QCYFHVHR0DT8SH0,sour,713,26.5,3,cheapo
XA4AK36RS51VAJANZ2VT07ASA0,sour,552,317,11,loyal core
NY4KVC14RX29S1Y8XC4NAS2XJC,sour,707,271,9,loyal core
W8QMC922QS3AGXZ004T8ZNA8QC,tasting/event,183,63.5,5,newbie
A6Z9W69TCS7NB4AVNK1XQ6K3R0,seasonal,104,50,3,newbie
ABF7QXQANS2GQ1ZH3B0ZG911J4,sour,147,102,6,explorer
Z2GRFXEAEX68V9GS8X5P4JSFAW,sour,428,53.5,4,cheapo
E3QA7RGKR91HAY66ADNDKY1V2G,wine,141,14,3,newbie
ZVGM8TQAHH2JWT0HY2HFAECFQC,cider,755,20,1,cheapo
CHV1GTFTWN4BAPAEXD17W9T2WR,snacks,690,235.75,11,loyal core
J7BTVHYXM55DVAZGQA7K46XTA4,sour,371,363.5,12,loyal core
HYMFDV28JN41WY72DZRC8CNK6G,tastings,286,277.5,6,explorer
J4VD8Q0E2X2N9CQC3Y1S8GA130,sour,490,45,5,cheapo
5GR7YSDNJN41DFP28YS2JQZQWR,kombucha,329,33.5,2,newbie
Z621KTWS0510RWRB60ANZDPMK0,z double ipa,196,212.5,8,explorer
K10V9P6EBX7KX2GTEM0WJ5XBHG,sour,438,107.5,7,loyal core
9FRNQ610A57DD1RD2ZF8G6ZTKW,seasonal,384,47,5,cheapo
EDDZSDTSWN2713W93V0NSWR2GM,seasonal,232,198,4,explorer
DZX35MT7H945Z55DGV2VW7AGD4,wine,737,108,7,loyal core
AQJ5S7E66H0WMXD7S1KTA67JM4,wine,597,50,4,cheapo
EC1GZKDCFS06PQDJW91ZQXXYC4,kombucha,337,87,2,newbie
NX0G4Z1HNS02WSC822T2CYR81R,sour,771,457,12,loyal core
4GWQ28QKMX0P2G38X10RP0X44M,wine,131,123,8,explorer
K1Z926HR551J1A493VG5YDXK28,ipa,374,144,2,loyal core
SSR2XA094516JPSQWQXB3W6HEG,soda,279,136,13,explorer
P51ZTRY8H511TGS5SW861ZDS3M,wine,134,144.5,4,explorer
11XN7ASRG13ZEZBBE497H9W174,sour,520,115.5,8,loyal core
NH509CMGXX6Q71NVHT3VB3F6Q0,zlagers/pils/wheat,886,419.5,13,loyal core
KFSN75KRJH40PYKWSZ178BPRVW,wine,162,158.25,6,explorer
V4H44HBMK15A8PKTBWGXV1WZQC,sours,284,146.5,7,explorer
0QF4CQ4MYX6094A5E3W0CSNFXG,lagers/pils/wheat,763,70.5,2,cheapo
GGB1B7QNP91RZ2345VDFSN8Q4G,wine,233,117.5,4,explorer
56S22N99CS34S838RZT1SWHJEC,ipa,557,108,4,loyal core
E6PE73WGYS1FQ95SCJDT4ERGR4,sour,331,210,2,explorer
1HS1YSNQ9133K00KM3ZKYWFR0G,zlagers/pils/wheat,588,326.25,13,loyal core
0GA92TQVJS593DQZ1AR5JEAG2W,snacks,434,270,6,loyal core
HC863YYCFD0VTTN7A7FWF5M13C,seasonal/tasting/event,469,164.25,4,loyal core
WZ2FARCKEH3X8Y34GVF3EZKWKM,ipa,448,77.5,4,cheapo
N9MWCFE2JS0G6K484RRNAXBSA8,porters/stouts,225,65.5,5,newbie
MFE0YZA90H5D1BNAQ6FP7C9YD8,sour,325,41,6,newbie
Y62M7A23196BAGEHC1RZSMFETC,seasonal/tasting/event,221,162,7,explorer
YCK2E9D7ZD4B8MTAD6XTZ2YXWW,seasonal/event,343,54,3,newbie
0ZD5QAR5413W14DE1KKBP0Y2VW,wine,757,907.5,16,loyal core
GRAV0Z5KT52R18QDQ0TYASQWWW,wine,103,67.5,6,newbie
MZTWAWR7K90ZRG9WBK8DCYW5VM,porters/stouts,488,24.25,3,cheapo
HC4PBAY4DN5E6QQCPDZ2QH8PVW,cider,536,22.5,2,cheapo
K3Y5QEW01147WGZ3Z1ZMC83FKG,sour,336,148.5,9,explorer
2EH8YKJNR173YNV32PXNMQEPH4,soda,390,45.5,5,cheapo
ZSE6CYB8Y97FMTXJAM19TKW8F4,soda,417,21,4,cheapo
BFWV3W1FNH295FARP95ZTKNFS4,sour,966,167,10,loyal core
95NHRRZN8S6AS2YQMGMG28K48M,sour,272,61.5,6,newbie
KVJQJFH4AH187ANF7SBQHH7NC4,wine,908,498.75,13,loyal core
2SWSB9GH2H5KWJAEQYHYM91YC8,lagers/pils/wheat,360,32,3,cheapo
JT159K9Z8X3NJNHQVM4KQM3W8R,red wine,340,40.5,3,newbie
93N0MW8SZH1G533BRYV5AG8HSM,sour,440,336,11,loyal core
PAN9MH8YK50B3BMBGAYESTY138,wine,293,19,1,newbie
0YKEC49F5H7VWGTTKSFVJ2B89M,sour,200,157,8,explorer
QDPDY7JSAH14F5PTNQ6SS8H80C,wine,980,520,16,loyal core
XTJ5P4TT4S2JD8SKB2R2W2F958,wine,437,123,2,loyal core
EFV202MR5D1AB19RV9X1YXB61G,sour,145,104,7,explorer
KQ0NNJ9YCH75HE2WNQFP0Q5JKW,ipa,126,81,2,newbie
GS5FK4ZV550ES0ZJFDA03D3YMW,sour,478,294.5,5,loyal core
E1YNJ9NNC105RP77C2DD8EB384,seasonal/tasting/event,283,60.5,4,newbie
RTNTTBD2MX2RQ8F3X7CVN5NW6G,lagers/pils/wheat,200,45.25,3,newbie
0VSHTDCK0H2T75Z7H4PV2E1QYR,sour,560,35.5,4,cheapo
5C74Q6JACD1GRJ909TG6YQH4K4,wine,850,170.5,6,loyal core
DYV0B41A5D41K172092RFSSKS0,snacks,404,26.5,3,cheapo
39QN3AYRPS3WEY0MT8S17YAS9W,rosé wine,173,32.5,3,newbie
WS2Q5Y1BGN6MK5KVWV822FWZ5W,wine,438,61.5,4,cheapo
6VKT88PBVH70V02SE07D5PS7RC,lagers/pils/wheat,386,45,2,cheapo
9JGDNK2WCD7HTGYGN9CG7DEKT0,wine,761,263,9,loyal core
7CPGQBRTP92D90PAMA5XPVN2SW,wine,492,180.75,5,loyal core
iURKqsWuZp9OvbNC,wheat beers!,259,227.5,7,explorer
6M1EF015Y50M8VBKXVXJAP3P1C,seasonal/event,963,55.5,3,cheapo
HF2133G9C1574RCMA6KSHTCVX8,sour,350,94,7,cheapo
GXD5PCBRTH2QH47R2NZQ598KQW,wine,257,160.5,6,explorer
JWYZAENG6H3S1AHP80K330RCPC,sour,410,92,3,cheapo
R57RHXZ0A54TENXD9MHDHS0BE0,misc.,132,33,2,newbie
T3WZF3XGX942N5F73K941VN7GW,sour,841,116.5,8,loyal core
AQC5NCGR254MZC2NNGBSM8J1BM,wine,347,72.5,5,newbie
C78NY6JTDN3MYVJGWY4NJ1EDT4,seasonal/event,119,33.5,4,newbie
2ZYHCKDDFD1XMPPDQ5SQRZRF3C,seasonal/event,608,41,5,cheapo
WKWD292R557D9DB1XC4WWFBESR,seasonal/tasting/event,154,72.5,4,newbie
PVZBG5NFQ10K91ARAF3NBY065G,seasonal,220,130,6,explorer
FZ3MMR9QF50T2H488FCYV9YB30,white wine,636,170.5,8,loyal core
MPDHS26KSD606HW292XT2GACK4,sour,702,119.5,7,loyal core
WM1AHSGHMX6J8TVSD0TR6X4YS0,sour,508,418,9,loyal core
RJZDKTCSPS212HJCTVRG4WBEYR,sour,974,381.5,12,loyal core
FB17S0K30X6HTQ5G31ZNBHSHX8,seasonal/tasting/event,657,147,2,loyal core
M2D8C9QKBX181EM2KTN4H8PH24,sour,945,711.5,10,loyal core
HQ55TDPYN15P702DCJFG5ZXHFR,sour,357,74,4,cheapo
688Q8NXV7X3DEV1TJ806M8N79C,wine,315,75,8,newbie
QNN3PWGPKN6TJGS72P0113MT9M,wine,120,124.5,4,explorer
X6E5HKGHJN35HF8JSFE7YYVCZG,snacks,138,260,4,explorer
NMHBZ1TEQ12ZZF7A4Q8X8P0AHM,sour,200,30.5,3,newbie
TG52JE1SFX2NWQHSF5TP6F5YR8,porters/stouts,344,39.5,4,newbie
AC75ERCWPH0AN7H2H6D8S77HD8,lagers/pils/wheat,114,73.75,2,newbie
DW2AD46VRD42ZEDZS0YH3V7NTR,wine,316,59.5,3,newbie
MFEC9HVF4S0WEN4113WDXN1GD4,wine,253,11.5,2,newbie
YSYKQ7NZ0N7TRPA5R474YXHTTC,wine,130,59,5,newbie
RK2FB92F510M2XXQE8Q9F1P5P0,sour,792,66,5,cheapo
PJ4M8CX3MH3MS5SMWDTW95GXG8,porters/stouts,320,56,7,newbie
06RFRCDB995T9CWPAERHZRPPF4,soda,968,49,5,cheapo
NNSWDCY3DN0E8QH5J8GZRZE24W,wheat beers!,214,137.75,11,explorer
Z1SZH9XM3D7ASB5MEWBZ0HG5N0,sour,237,68.75,8,newbie
CYZ6ABHP4X47EXHWVMB56G7F1C,sour,162,33,4,newbie
5V30G9BPMS0V7BF3YPRY03KJV4,sour,669,100.5,5,cheapo
CP3QQ2ZED14BTQAMPF4MJY4RP0,porter/stout,596,37,3,cheapo
CTCJMMNJR55DBFSZZ6DWD20MWC,snacks,639,125,4,loyal core
NE8RHKAEH93J2TWE9VY2ZGHEY4,sour,239,139.5,9,explorer
T3YNCA3DK90YXBHCDQH5Z6R6GR,zambers/pales,168,361.5,11,explorer
XYSC0RSF5N2JTPT5J7102X2E08,seasonal/tasting/event,311,56,5,newbie
SRPKQ2MR4D4FAGPGCJNQ8WPZXC,lagers/pils/wheat,517,70.5,3,cheapo
6YBF8Q0MJ16RGQ5DCV5JQ4CAHW,wine,707,191.75,7,loyal core
V2CHX9X8QX4NTY5XKSSZH27F5W,sour,157,81.5,4,newbie
G4K3NS82JX3M1AC9S1V8RVAMTW,snacks,288,143.5,6,explorer
E7F0NZM5W93YQ6XXKH85Y18G5C,sour,164,64,4,newbie
NCRVCBMKTS1C99VJPAF3YPCJH0,sour,196,328.75,7,explorer
8KHGQ1FWMD5C6P858JJHFHC6AR,soda,167,64.75,2,newbie
4Y15PV3HN92W8Q4VR576HBYCSM,porters/stouts,350,13,2,cheapo
ESQ5BSD0GD2T1EYFGGMVF1DVH0,sour,359,76,3,cheapo
C792BTN36H5TYND498JDKNXSTR,wine,189,72.75,4,newbie
QMHYY00NHH4TZ7SVRQNMA2E2AG,wine,830,66.5,4,cheapo
MC7922CV3107D6JQYC625V5JPM,lagers/pils/wheat,371,44.5,3,cheapo
AVQSWR8W955EEZQ55QGPJ61AFW,seasonal/event,600,120,5,loyal core
MCJWSFSEF5553BH648V23K3N6C,wine,122,62,5,newbie
2TGJR7XXD572WP5RHMDFMGY6RC,ipa,367,29,2,cheapo
W2M0SPHYPD0ZTPMAZ11DGP7ATR,sour,509,137.5,8,loyal core
3V0YEHMKKH7KMS1DA7R4S8JQW8,soda,344,161.75,7,explorer
BRX6997GKS1PZDXKMW8DSY49AC,wine,714,176,6,loyal core
RN30FY5N3S0N8YWP434FDY6G98,lagers/pils/wheat,341,39,3,newbie
KNZ145D47N0T6Q2ZPXXV95QZW8,seasonal/tasting/event,857,221,9,loyal core
RF7AZP5ECN0TN22P07SSN6QS08,sour,484,84.5,6,cheapo
2Q5WWR52HD18WTCM6XD75372S0,sour,127,57.5,6,newbie
SJRJ3XYBXX1RK3AMZYJSXT102M,sour,223,31,4,newbie
K7MKSWTVSD0YVEGCYEJEEGJ0T4,porter/stout,945,49,5,cheapo
7D1P781PW53GD294N4ESQEQ810,sour,180,64.5,5,newbie
ZQPAX9JWAX1757MXBGRDYCB9EM,sour,432,87,3,cheapo
8RNREK4C8931EW0D28M0F5F9A8,seasonal/event,359,260.75,4,loyal core
V5ZYVTF38N21NAFAAEPJVXNPNR,wine,268,166.5,6,explorer
Y7Y9W0CF316978K5KM9BWV4GXM,sour,207,51.5,4,newbie
C29DJVPX4X2JEX0SAS6QPG3A5G,wine,156,26.5,3,newbie
ND9YYA3PR52SJQ2JPKAR1H5FSM,seasonal/tasting/event,196,96.5,5,newbie
CWTZE81A2153CVP7JKXW3Q7QKR,sour,569,50,5,cheapo
RHAYNRA7WS52GVRVJ2CPH8X6GC,cider,311,25,2,newbie
92BzQ8yqwflMtXEl,seasonal/tasting/event,987,43,3,cheapo
4T8HNJRE1X1JZ2M5RYW932VZ9W,sour,143,10,1,newbie
55T7T3X4XH60EK20E9VWVV5HWG,sour,619,243.5,9,loyal core
H7P6MPRNW94W8M8904BD2PW0A8,seasonal/event,371,189.25,8,loyal core
JRTYN0KGKX5RWTNZDCTD8MAH6C,lagers/pils/wheat,772,132.5,5,loyal core
5CS0Y3RJQ93W11CHGVD7A5JZFC,sour,293,73.5,6,newbie
MP5DCYNQC1604W1CGNBR73WBDR,sour,393,36.5,2,cheapo
KDWMPKKCVH2353NSR3WBXW5V7G,sour,224,44.5,2,newbie
9EG2DW19355RMGC3SJS45GQTM8,sour,235,140.5,9,explorer
7QEMBF6WS92DS9SH70APCZCR08,sour,482,76,5,cheapo
AWD0N5NXFX2AV98DKVGCS3EFKW,ipa,587,33,2,cheapo
B79CZR5JCS0WQ1JZQRWMC8H5QM,porter/stout,262,41.5,4,newbie
NG8VGZ2TWN23K9V2KJPB2ZVRQC,ipa,208,20.5,3,newbie
DGK50QTQ8N6JJGZXC0YG4693GC,lagers/pils/wheat,238,39,2,newbie
YTHHM9VY6566Z1H77NDG6XHK60,wine,642,136,4,loyal core
YHYS819QDX5KMRC2REFHY4JESR,sour,332,168.5,10,explorer
V4XCCE1HJS0AS32PWG5WFF0924,porters/stouts,237,72,3,newbie
CYZK5SD8Z136ESAGPPFEPE1P5G,soda,244,93,6,newbie
5QQW4M8DJ52CWSNA7V1C9CZQR4,wine,736,65,6,cheapo
T61ZWVFRS15Z4QYVEQKAGDQBE0,porters/stouts,102,35.25,3,newbie
47BGE6DP5D417C9BVVT154SYDM,sour,206,61,6,newbie
T37H15CPRD5WN7FMEWS1R9HCRW,white wine,110,169,2,explorer
W0V3PYPEDX09JHRY7NWBYCWK7G,wine,804,255,11,loyal core
ZAJ53GCWVN55TRK1R6ZCMAWBPG,soda,553,652,13,loyal core
TFCVRZC9VN3J0V1RKDB48HWNVM,wine,551,14,2,cheapo
NHT75CK6796FMTABM7270P3FNC,sour,245,21.5,4,newbie
B1VHWSWWFH4DRHGYR59NYM2PQR,wine tastings,427,180.75,10,loyal core
JQQ3CD3BJ54SYPXWAHW6R1TE0C,wine tastings,413,352.5,5,loyal core
BHJHEE6KK55B8R19Q74AGKNM78,seasonal/tasting/event,152,137,5,explorer
WAVAZGHSJX6AGWXYCBVSTAYSTR,wine,376,129.5,9,loyal core
V5H3P8KP514SCNTXX3XN1R9MRC,sour,637,103.5,8,loyal core
4B8X4Q14MN4PJT5B8SEVZHQD6M,sour,123,118,7,explorer
JVG3CWGMZN75526JQEC7YF5AE4,sour,230,34,3,newbie
EYW48H28DD0YGSZX690YEXPN3M,seasonal/tasting/event,228,111.5,4,explorer
X88XDJFW0S4E2QB3V5QREZ1JGM,porters/stouts,797,67.5,5,cheapo
2W2SGP0M3508ZBJ8GNJK84TH98,ipa,223,78.5,2,newbie
KMMWT3MY593P5D1MT5AWRVEKMG,wine packages/tastings,705,603.5,18,loyal core
SDN8BAT76X42EP3HJSRBWM9974,ipa,447,29,1,cheapo
A8QE957S217K6R522DEZN73ARW,seasonal/tasting/event,664,412,6,loyal core
NR8AYGE6WX3BB9HCSCMS5PKKA4,soda,344,59.5,3,newbie
CNFJZVWMXX1P2MSQP3SE34A8EM,wine,487,717,15,loyal core
783778VG996JYNCP2RFZB9ANCW,seasonal/tasting/event,913,47.5,5,cheapo
VE38ZXJ0DD4REGP1HA1X3RF44R,sour,548,554,12,loyal core
BQ7CMRF5453BMZKHHS2BA3F3R0,wine,227,107.5,4,explorer
16B90YAZBS168R0HF92PZR51MR,porters/stouts,315,73,6,newbie
N4DYA7VHQ904PG16BAQSH8TM3R,sour,360,20.5,2,cheapo
YCYFRJ19J164GXT1GMFASWM9VC,ipa,185,30.5,2,newbie
750B635GYD70CJ7ARH66C3FMKG,soda,667,125.25,5,loyal core
FKPPHRPMNH6WJW8RGVZJGKENPR,saison,348,62.25,3,cheapo
VJV5J5ZG292NTZEVVXQE1HXQAM,softgoods,883,40,2,cheapo
1ZSNA701E56JYG5F5A2AZWH2QM,sour,382,524,8,loyal core
6GD0JM349H409A3V5D0VW9TPR8,seasonal,585,172,7,loyal core
ZGA9AR5PB168VD0KYAHYKN72V0,ipa,132,53,1,newbie
JBPHY4T8X51P8YHQSRTXA60N84,sour,142,72.5,4,newbie
P28ANSXKE55NTYPDEPH4MBF8XW,wine,854,562.25,13,loyal core
EP4RZBZYTD099ASEJB2H7W9S2M,porter/stout,113,94,4,newbie
8X4Q9XP2G11Y0NQ0PZ8BHQ4GYC,sour,196,28.5,5,newbie
9C5T6EMW451GHDJAN3FWJBST58,wine,335,92,7,newbie
09TX2D9MRN38QB1GY60Q3B89YM,wine packages/tastings,104,470.25,10,explorer
3ZTBQ9DNFS02AKSNHC97XEAM7R,ipa,362,89.5,5,cheapo
S7EJRWQ88X06JHG0DTKS9YD7Q0,seasonal/event,634,155,6,loyal core
YS2J6Q5WM94KJJBY6FFQ434XYM,ipa,198,16,1,newbie
DMK4DKJW4N39139HKKBT8V9780,sour,392,184.5,4,loyal core
5X7CRYR5QH542K18CY1PBMGPJ0,wine,169,49,4,newbie
DESRRQKNGX36GYN16KQ4G70CS0,sour,525,41,5,cheapo
EF3HCTMMYH6TJNXVX7PRW86KDM,sour,510,132.5,8,loyal core
97Z8JZFHVS12CNFZD1VE6AQH44,sour,208,207,8,explorer
K368W6A95D3S4X77FC5K9R1EF8,wine,247,45.75,4,newbie
X66CXVTXGS5AZ9G715HE31AS7C,seasonal,121,63,3,newbie
NHDNQ8X9CS0BK9GX9GNJNM7B14,wine,817,234,9,loyal core
C0TYAGV4ZH4DAH2VK8ZR2ZXK2R,seasonal/tasting/event,165,42.25,2,newbie
CYF3MW1A1H7SX06YSF5D0ABREG,wine,170,176.75,7,explorer
RQC1N6GTT97N13PDE8Z24K0K30,sour,224,730.5,10,explorer
V15EH2CXY17XYJTB5ZA8KDRYTM,wine,481,370.75,9,loyal core
5QVMYHHJ817HWHYW084ZWBTMW0,seasonal/event,489,62.5,5,cheapo
WWVN6BTJFS6N2SB0WMYW43FY30,wine,570,92.5,5,cheapo
XE19ACNQF967N9K01PY2RP6RN4,sour,555,38,4,cheapo
1QGRGHV6851R8S0H9JMYAGX4PM,wine,573,66,4,cheapo
A76TAZV1QN5SPNZ1MQ4AMHZKJG,seasonal/tasting/event,669,87,3,cheapo
KW5VNVTY9N0YH8PB9WT27EQH6R,seasonal,140,37.5,2,newbie
VSNCT1MY0H1WCS97DWFSCGFQVC,sour,278,166.5,4,explorer
GYYZ8HDQE519V80XTFSCNCPYMM,sour,328,70.5,5,newbie
M3H1Y6EF6123NDB8NS2CZ8VXAC,porter/stout,235,21.5,4,newbie
5A9HKZ153D7VEMZ0591V9R9NGR,kombucha,410,115.5,2,loyal core
1CZVMQ8DAH49K132SNSMWKY5D8,wine,343,123.5,2,explorer
6VH63KQEDH36DD18SD7FH2H78W,wine,306,63,4,newbie
WZSY81E1NS11CRN0SQD750S6NM,seasonal/tasting/event,313,59,5,newbie
PY6KMMMSMH6TGNK7SKXP4D7ZSR,seasonal/event,709,51.5,3,cheapo
MRRV2NKEJ50WAR7SMT0HP7V100,sour,242,45.5,5,newbie
HZ0EQXSJQD2VWWBXJ7RNY61894,sour,882,29.5,3,cheapo
NJB7N9ECZX0VWSRB7KPSV8S2T8,wine,580,453,13,loyal core
Q53WKH8AD901Q7X929P644JYZR,sour,658,183.25,7,loyal core
TTR3KZQW511Z7B0HKT4RVY6MCM,soda,436,455.5,9,loyal core
TEJ0W2QK7N0WSEN22KV70AZ2K0,ipa,130,52.5,4,newbie
R525JD86K95CAYJFD5T7ZAHC1G,wine packages/tastings,507,377,19,loyal core
4J3XRKSP0S3T6XQ49Q3Y3T1E58,sour,430,91,2,cheapo
41FVTZ5CSD21HEAM2QNNNYJS3R,kombucha,921,56.25,2,cheapo
PQZ02HTZ4D7H6NW1F58C8P5RGM,sour,232,112,3,explorer
TYQCHVMKWX6JWG2VWYJ0T0ATC8,seasonal/event,223,31,4,newbie
QEVWCC79GN5HQ2TFF6CGWA8Q30,sour,230,140.5,5,explorer
B0M246PZQ13537Y12GZWHZ58C8,porters/stouts,560,421,7,loyal core
0VMHBH67412XF3WNYWXX16JPYM,snacks,483,43,4,cheapo
T40HEAQ4SS7KEZ6KAZHPNTABTG,sour,733,167,10,loyal core
2KWB960DHD104ZC6NAM4WKDYXW,wine,732,632.25,14,loyal core
38W5NAA53556MG1T1TXFG9Q1TC,z double ipa,828,383.5,12,loyal core
2K7H5WPY4D0XMV4NGV198N3E7C,sour,478,51,8,cheapo
N52PM3W3W56N94MET6BEXCWQQ0,wine,394,83.5,3,cheapo
GFDP0A984D0W8Y9M2Q5S1MBG08,wine,218,17,3,newbie
Y8SMF7VCZ948TMSE4A7VWCEXYG,tasting/event,179,99.5,7,newbie
S6AY7XHZVX5NN1PJ4MR2FNZM1W,lagers/pils/wheat,227,75.25,4,newbie
D9R9YAQR9X5D505H1KCC79TA60,tastings,318,460.75,10,explorer
XWP5RQFTV10B0ZMXGZ73M3W5VC,wine,417,122,3,loyal core
P7SMBNHJK954EMFTS42K4ZYBHW,tastings,119,147.5,10,explorer
K70R5X38GX7Z4W2HSQSBKWCA6C,lagers/pils/wheat,100,51,3,newbie
4YZJCNV52X12S8923H3701TRVR,wine,416,96,6,cheapo
cgWFq6Qs3m-Zeh_B,wine tastings,224,93.25,7,newbie
85FMM9QH0S09CZNF9S3RB3ECRC,sour,348,68.25,8,cheapo
YXWKQD2EN12ACT3JFE8DCJ2HKC,sour,859,65,4,cheapo
HK96S9ATVS745CCX8JV3JVRD4R,porter/stout,607,32,2,cheapo
B0WR0P62ES0FHBTWRXXVSXW5CW,porter/stout,394,79,4,cheapo
52YFTY58DD747F9JBQ2F7M6RGR,snacks,214,573,9,explorer
98NYK6F0314YVBN9EE4PD38N1C,seasonal/tasting/event,480,40,4,cheapo
EG7M6G362S2CCRKW7BT7261Q7G,soda,155,24,3,newbie
Z8H843PGGS6XWR9JWC3XAKWEM0,ipa,612,13.5,1,cheapo
RS042E2GQ5105FXYF1Z4PWW70M,seasonal/event,590,261,8,loyal core
WBV2XCD2W524GMBYB8B5VJGVXW,ipa,141,75,1,newbie
JF6EQ9TB114QRJD62V12YKD2VG,seasonal/tasting/event,229,54.5,8,newbie
7C42GGZ6NS1TX1TEV22RAST144,snacks,296,89.5,4,newbie
6ST3CNPXMS7EK0JBGW93AH75QR,sour,859,234.5,10,loyal core
9V3N1VR8B563N8AVHT0EN5W32C,wine,118,26.5,3,newbie
KA2M39VZ552R16M4T572TS0NXR,wine packages/tastings,336,212,8,explorer
6C08W9JGR94MGSM77PM49T47HG,wheat beers!,838,54.5,6,cheapo
GWAG3YAB7520K65CJK1TXP41W8,seasonal,270,80,5,newbie
XGJW3FKV9S3JCSN5XTPF6TN14C,sour,387,94.5,2,cheapo
40DJBFBF0N584XXJVPBE8EY4HM,sour,396,43,6,cheapo
8FJ7CABP3X53SEMKGHR73ZHJF0,sour,329,33.5,3,newbie
RVVAP202JN3VRNFHZWQP09V4MR,wine,537,449,12,loyal core
6YA8Q6CZED3HMRA89CY841MN2G,lagers/pils/wheat,728,118,2,loyal core
568CR6ZNHS5R4Y5AQ4H452TYG4,seasonal/event,438,68.5,3,cheapo
978EDT23054BJPF21RGJQKK8MR,seasonal/tasting/event,131,14,3,newbie
X3QSME5AZH4GVBMQ54A12GR1K8,zwine,274,276,8,explorer
DXSS14YDY96R4YA5AA3MJTYGD0,wine tastings,895,123.5,12,loyal core
864ZF6V7VX4Z4Z8NN1EC4GCSQW,sour,431,89,6,cheapo
0NWX76W7TN72WGGRF2HTNZVAZW,lagers/pils/wheat,279,31.5,2,newbie
KJZTFJVRW11CWJJHTVRBXG92BW,sour,829,96,8,cheapo
QYY2HW7HP550CRGNN8Q7NZVM80,seasonal/tasting/event,683,46,6,cheapo
MDBK2EZEF17QF83T7943H5G3ZW,soda,211,148,8,explorer
DZEDK6DWRH7BEWCSKSPPX6328W,wine,174,27,2,newbie
B5K18VZZE11K8MQ1SDREHXYFW8,seasonal/tasting/event,192,50.5,4,newbie
XM1N7R6K312DS9Y0Z9HEXW07F8,soda,112,106.5,7,explorer
K81KX0NE217AJQ5Q99T94KM9YG,sour,428,67,5,cheapo
44M0M4KSTS2M8VZ8AR8BYPRY2R,lagers/pils/wheat,249,24.5,4,newbie
YG4MC6H2DD69CHPMA1XZB9K56C,seasonal,573,150,6,loyal core
K9A01ZZT8X776MNFCHBJXRAPPC,lagers/pils/wheat,606,49,2,cheapo
_p1PcOqkaU9Nv6jg,sour,440,83,8,cheapo
V73K8BBPB16A51PK989DDDYFZ4,ipa,413,39.25,1,cheapo
ZV2SGN47X91SPVS4WYX709C6KR,seasonal/tasting/event,160,54.5,2,newbie
DT0G1RTY8D3H4V3Z0A4SJMFA2R,seasonal/tasting/event,483,96,8,cheapo
R7V89729K52YD0NE3YNYD389X8,lagers/pils/wheat,606,55.5,4,cheapo
JX52F4HCF54YKFZ142P0ESF0HW,sour,210,111,3,explorer
gNzLKuzSM832aMwI,seasonal/event,941,105,4,loyal core
8DSEJWZ7895BCX216AA86SVF9R,wine,203,184,4,explorer
5YZGPEE0HS7XN4B31ZKEXEZAGR,ipa,156,35,2,newbie
NR7CD2DR050Q0YBZHXS07VZD18,wine,235,128.5,5,explorer
5JHE69RVG15F50E1YKT813C68R,wine packages/tastings,343,501,18,explorer
QH3673JT6N0W6Y1JDW8RKP5R40,wine,604,180.5,8,loyal core
XA4HRPPTES148S1YS07913RHXR,seasonal/tasting/event,476,33,3,cheapo
CEPM7A27090073V2EZBWPXNQG0,sour,183,162,6,explorer
1A6X6MPHJN6JZ98Q3CN7GGXNSR,wine packages/tastings,503,527.75,12,loyal core
BBY6KT5XAH6TCVM138NX25YEHG,snacks,238,51.5,6,newbie
XTT31QX7G536B2XSVRT1FZJSJW,sour,433,60,4,cheapo
9Z5THTXV2509MVWCM2K6770KCM,porters/stouts,209,67.5,4,newbie
N03HZ1KM390Y8V79MG8KBJ4NXR,oskar blues!,168,283.25,6,explorer
WBAT345CJ11QWS731XZ318ZVSC,seasonal/tasting/event,261,41,3,newbie
4M8D0727Q9518XR3F8QSJ2KRM4,seasonal/event,897,50.5,5,cheapo
7D8K1YT4AX2CRZZ902SJ4CNCTM,wine,704,199.5,6,loyal core
6AGYMWK4P16BZEX7ZVCRSJHQ7C,wine,314,144,6,explorer
SR2W56XGEN0SV35YXS4WDKCP5W,sour,302,49.5,3,newbie
GJ1FQH1Z7D73THRHRXWDQBHX6G,wine,548,476,14,loyal core
